store_id,name,url,address,latitude,longitude,banner,click_and_collect,delivery
4ff026b8-a60d-4383-8f0c-6c85f5623afa,New World Milford,/upper-north-island/auckland/milford,"141 Kitchener Road, Milford, Auckland, 0620",-36.772298,174.764805,MNW,True,True
5255b27a-b224-4f58-a424-144e81ecf244,New World Miramar,/lower-north-island/wellington/miramar,"48 Miramar Avenue, Miramar, WELLINGTON, 6022",-41.315835,174.814635,MNW,True,True
01076456-6c8a-42c3-a647-2e70a94c4e6c,New World Morrinsville,/upper-north-island/waikato/morrinsville,"89 Thames Street, Morrinsville, 3300",-37.659507,175.522299,MNW,True,True
b007db90-0a16-47d8-9a89-407be8496d9a,New World Mosgiel,/south-island/otago-and-southland/mosgiel,"10 Hartstonge Avenue, Mosgiel, Mosgiel, 9024",-45.8725,170.3493,MNW,True,True
b7fe0c9e-24e9-46f2-a59a-95dce1725b06,New World Motueka,/south-island/nelson-city-and-marlborough/motueka,"271 High Street, Motueka, Motueka, 7120",-41.1146,173.0124,MNW,True,True
de5595ab-1d28-46c6-9e9a-b1c3db1af827,New World Mount Maunganui,,"Cnr Tweed St & Maunganui Rd, Mount Maunganui, 3116",-37.653862,176.198938,MNW,True,True
dae2d4e3-9b97-41f4-a969-4eded0bd3554,New World Mt Albert,/upper-north-island/auckland/mt-albert,"1 Alberton Avenue, Mt Albert, Auckland, 1025",-36.880146,174.72622,MNW,False,True
3ca6692b-e2a3-4d51-95b6-d061b9541e6c,New World Mt Roskill,/upper-north-island/auckland/mt-roskill,"53 May Road, Mt Roskill, Auckland, 1041",-36.908622,174.734362,MNW,True,True
91b26327-b240-4778-a3d8-190dfc8c16f3,New World Nelson City,/south-island/nelson-city-and-marlborough/nelson-city,"Cnr Vanguard and Gloucester Street, Nelson South, Nelson, 7010",-41.2757,173.2781,MNW,True,True
c8998066-d39b-401c-aa6b-d6d18f8d122f,New World New Lynn,/upper-north-island/auckland/new-lynn,"2-6 Crown Lynn Place, New Lynn, Auckland, 0600",-36.910865,174.685569,MNW,True,True
